name,isin,url,keyword
7IM Moderately Cautious C Inc,GB0033953273,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=udegjGnzC0M%3D&Isin=GB0033953273&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D1,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
AB International Health Care Portfolio I GBP,LU1934454544,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=4T8jB8tjtrc%3D&Isin=LU1934454544&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D1,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
ARC TIME Property Long Income & Growth PAIF A Acc GBP,GB00BMH7WH87,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=cyJdxFASsRk%3D&Isin=GB00BMH7WH87&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D7,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
AXA Framlington Biotech Z Inc,GB00BRJZVL27,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=b2EdzuYvSVw%3D&Isin=GB00BRJZVL27&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D10,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
AXA Global High Yield Z Gr Inc,GB00B29NG940,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=B284jOW5DD0%3D&Isin=GB00B29NG940&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D11,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
AXA Sterling Credit Short Duration Bond Z Gr Inc,GB00B5VL0B78,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=eyiZgOt%2B45A%3D&Isin=GB00B5VL0B78&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D11,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Aegon Absolute Return Bond B Inc GBP,IE00B4QJCV38,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=kxHonboucQU%3D&Isin=IE00B4QJCV38&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D5,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Aegon Global Sustainable Equity C Acc GBP,IE00BYZJ3771,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=q%2BRIjq0Vf%2BE%3D&Isin=IE00BYZJ3771&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D5,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Aikya Global Emerging Markets S Inc GBP,IE000E55IYG6,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=livL0jsNR7k%3D&Isin=IE000E55IYG6&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D6,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Allianz RiskMaster Conservative Multi Asset Y Acc,GB00BYMVB724,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=SfC2iPYg5RQ%3D&Isin=GB00BYMVB724&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D6,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Alquity Vam Fundamental Emerging Markets Equity PB Acc GBP,LU2181281739,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=4YQkMtkQGRE%3D&Isin=LU2181281739&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D6,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Amundi MSCI Pacific Ex Japan SRI Climate Paris Aligned IG GBP,LU2269164237,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=tdOXbqJyO30%3D&Isin=LU2269164237&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D7,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Ardtur European Focus Absolute Return I Inc GBP,IE00BZ1J0228,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=130%2FG2frHPo%3D&Isin=IE00BZ1J0228&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D7,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Artemis Income (Exclusions) Inc,GB00B06T3N48,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=Ry4hMsNdXII%3D&Isin=GB00B06T3N48&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D8,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Artemis Strategic Assets I Acc,GB00B3VDD431,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=mDD3a4LVHRE%3D&Isin=GB00B3VDD431&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D8,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Artisan Global Value I EUR,IE00B4M6YD48,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=i68lnajm67U%3D&Isin=IE00B4M6YD48&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D9,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Aviva Inv AI Multi-asset Plus III 2,GB00B581Z480,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=qqkBzz65qYQ%3D&Isin=GB00B581Z480&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D9,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Aviva Inv Multi-asset Core III 2,GB00BMGWH460,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=o2pTFI57E4g%3D&Isin=GB00BMGWH460&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D9,Invest in this fund within a SIPP or Investment Account
Aviva Investors Global High Yield Bond Ih GBP,LU0766450869,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=DtP5J6KVDyE%3D&Isin=LU0766450869&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D10,Invest in this fund within a SIPP or Investment Account
BNY Mellon Absolute Return Bond W Hedged Acc,IE00BP4JQX29,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=j8mjvtOmdl0%3D&Isin=IE00BP4JQX29&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D19,Invest in this fund within a SIPP or Investment Account
BNY Mellon FutureLegacy 3 Institutional W Inc GBP,GB00BQH88939,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=wWZLHFdBm5c%3D&Isin=GB00BQH88939&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D19,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
BNY Mellon Global Equity Income W Acc GBP,IE00B8YX0888,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=cMmcaFD5%2Bhg%3D&Isin=IE00B8YX0888&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D20,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
BNY Mellon Inflation Linked Corporate Bond Institutional W Acc,GB00B8HY5051,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=lPn6tQwEaaM%3D&Isin=GB00B8HY5051&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D20,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
BNY Mellon Real Return Inst W Acc,GB00B8GG4B61,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=3wlEXbmttbk%3D&Isin=GB00B8GG4B61&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D21,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
