name,isin,symbol,url,keyword
AMERICAN CENTURY ICAV AVANTIS GLOBAL SMALL CAP VALUE UCITS ETF,-,AVSG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=d%2FShpOcqw8I%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS AM JPX NIKKEI 400 UC ETF DLY HDG GBP ACC,-,JPHG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=UA6Kw1mw62E%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS AMND MSCI EMR MRKT SWAP U ETF USD ACC,LU1681045453,AUEG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=EfurNvMO4Hc%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS AMUNDI GBL TRE BD UCITS ETF GBP HGD DIS,LU2977964027,GTBG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=SXKf4JCFiwA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS EUR HGH YLD CRPRTE BD ESG UCITS ETF DIST,-,YIEL,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=%2BzsJ8WBpLH8%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS PRIME JAPAN UCITS ETF DR JPY ACC,-,PRAJ,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=wcYzlAi5bjA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
ARK INVEST UCITS ICAV ENVIRONMENTAL IMPACT 100 UCITS ETF (GBP),IE00BLRPRR04,LVNG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=Xg3aLPraCew%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
BNP PARIBAS EASY ICAV ALPHA ENHNCD WRLD UCITS ETF,-,QGGB,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=dxQY3OHBGG0%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
BNP PARIBAS EASY SICAV EFF EASY LOW CARBON 100 EUROPE PAB,LU1377382368,LCEU,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=xtAC%2FdBi3gc%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
COLUMBIA THREADNEEDLE (IRL) ICAV CT US EQUITY ACTIVE UCITS ETF ACC,-,QRSU,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=Hy%2F3Ghyj6VU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FIDELITY UCITS ICAV EUROPE QLTY INC UCTS ETF GBP ACC HDG,IE00BYSX4408,FEQP,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=HHZVpiBXYBY%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FIDELITY UCITS ICAV US QUALITY INCOME UCITS ETF GBP ACC HDG,IE00BYV03C98,FUSP,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=5xQRH68b3v0%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FIDELITY UCITS II ICAV GBL CORP BD RES ENH PAB UCT ETF GBP HGD,IE00BM9GRN41,FSMP,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=x%2BOQvcreCsM%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
