name,isin,url,keyword
AB Short Duration High Yield Portfolio ITH GBP,LU1306335958,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=VSUw36bZvcQ%3D&Isin=LU1306335958&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D1,Invest in this fund within a SIPP or Investment Account
AXA Global High Yield Z Gr Acc,GB00B29NGF01,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=ptUeDIZ0Q7c%3D&Isin=GB00B29NGF01&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D11,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Aegon Ethical Equity B Acc,GB0007450884,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=NN1yaRoiJwI%3D&Isin=GB0007450884&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D5,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Allianz Oriental Income IT NAV USD,LU0348786764,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=2AQR2DwNOnk%3D&Isin=LU0348786764&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D6,Invest in this fund within a SIPP or Investment Account
Amundi Strategic Income R2 AD GBP,LU1883846682,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=ykRtK8HHfNw%3D&Isin=LU1883846682&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D7,Invest in this fund within a SIPP or Investment Account
Artemis SmartGARP UK Equity I Dis GBP,GB00BVPY0F87,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=3%2BhXzp4026g%3D&Isin=GB00BVPY0F87&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D8,Invest in this fund within a SIPP or Investment Account
Aviva Inv Investors US Equity Income I 4 Acc,GB00BVMTLG49,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=6KCb0LYbDqc%3D&Isin=GB00BVMTLG49&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D9,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
BNPP MSCI Pacific ex Japan Min TE Track Privilege Cap GBP,LU1291106513,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=OrOfHFtAbS4%3D&Isin=LU1291106513&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D19,Invest in this fund within a SIPP or Investment Account
BNY Mellon Global Infrastructure Income Inst W Acc,GB00BDR8GH68,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=MbFUFalkHEs%3D&Isin=GB00BDR8GH68&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D20,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Baillie Gifford American B Acc,GB0006061963,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=lOeSv3EpOi8%3D&Isin=GB0006061963&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D11,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
