name,isin,url
Amundi Emerging Markets Bond J3 GBP,LU2052287724,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=BSk0p%2FHgoko%3D&Isin=LU2052287724&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D7
Amundi Emerging Markets Bond J3 QD GBP,LU2052287997,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=SuyzVde0oZ8%3D&Isin=LU2052287997&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D7
Amundi EMERGING MARKETS GREEN BOND I2 Hgd GBP,LU2138388579,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=obO4EU%2F%2FhfU%3D&Isin=LU2138388579&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D7
Amundi EMERGING MARKETS GREEN BOND R4 Hedged GBP,LU2347634318,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=I8chPoros%2FU%3D&Isin=LU2347634318&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D7
Amundi Emerging Markets Local Currency Bond I2 QD GBP,LU2031984425,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=KPdoIfH6LHc%3D&Isin=LU2031984425&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D7
Amundi European Equity Value J3 AD GBP,LU2052287054,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=mJMeHHwKDRo%3D&Isin=LU2052287054&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D7
Amundi European Equity Value J3 GBP,LU2052286916,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=WQ7iyLe3vCM%3D&Isin=LU2052286916&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D7
Amundi FTSE EPRA NAREIT Global IG Dis,LU1328851685,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=6cd6Vs3i%2ByQ%3D&Isin=LU1328851685&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D7
Amundi Global High Yield Bond J3 Cap GBP,LU2052287138,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=1DIFnWyFMvI%3D&Isin=LU2052287138&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D7
Amundi Global High Yield Bond J3 Hedged Cap GBP,LU2110861650,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=UelK2jDjU8s%3D&Isin=LU2110861650&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D7
