name,isin,ticker,url,keyword
Abrdn Property Income Trust Ltd,GB0033875286,API,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=HVNjsoA2Cl4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Alliance Witan PLC,GB00B11V7W98,ALW,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=alCx0aVJgiU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Aurora Investment Trust PLC,GB0000633262,ARR,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=GMprZ93Z80U%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Bankers Investment Trust PLC,GB00BN4NDR39,BNKR,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=93Ylh5FgsZE%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
BlackRock Energy and Resources Income Trust PLC,GB00B0N8MF98,BERI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=%2FfLiS4R468Q%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
British Smaller Companies VCT 2 PLC,GB0005001796,BSC,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=olKoTVewuaw%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Ceiba Investments Ltd,GG00BFMDJH11,CBA,,
CT Global Managed Portfolio Trust PLC,GB00B2PP2527,CMPG,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=SYSIW5EWey8%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Develop North PLC,GB00BD0ND667,DVNO,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=0H3JZ4tCTPg%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
EPE Special Opportunities Ltd,,ESOZ,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=%2FyIc2vlZNBg%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Foresight Environmental Infrastructure Ltd,GG00BJL5FH87,FGEN,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=Dkxd49JD2zY%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Global Opportunities Trust PLC,GB0033862573,GOT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=4xtute8jkBY%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
