name,isin,symbol,url,keyword
AMERICAN CENTURY ICAV AVANTIS GLOBAL EQUITY UCITS ETF USD ACC,-,AVCG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=v1Efk62zxLk%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI FUNDS PRIME GLOBAL GOVERNMENT BOND UCITS ETF D,-,PRIG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=6YNtmvsUvg8%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS AMND CORE STOXX EUROPE 600 UCITS ETF ACC,LU0908500753,MEUD,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=RcWJ8UlG%2FkA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS AMUNDI ETF JPN TOPIX UCITS ETF-DAILY HGD,-,TPHG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=kpLXkFEOXW0%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS EMG MKTS SRI CLMT PRS ALG UCT ETF DR DIS,LU1861138961,MSDU,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=lRyQWvBUxvM%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS PRIME EMERGING MKTS UCITS ETF USD,-,PRAN,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=Rvl1DNxZyF4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI LUXEMBOURG SA PRIME JAPAN UCITS ETF DR (D) USD,-,PRJU,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=5oAcoDfSzwQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
BNP PARIBAS EASY ICAV ALPHA ENHANCED WORLD UCITS ETF USD CAP,-,QGLO,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=8nBEB2bmDqk%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
BNP PARIBAS EASY SICAV ECPI GLOBAL ESG BLUE ECONOMY UCITS ETF U,-,BLUS,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=6Kl9UPvsDjE%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
COLUMBIA THREADNEEDLE (IRL) ICAV CT QR GLOBAL EQ ACTIVE UCITS ETF USD ACC,-,QRGE,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=CKg%2FIrTfG98%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FIDELITY UCITS ICAV EMG MKTS QUALITY INC UCITS ETF USD DIS,IE00BYSX4739,FEME,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=yvGqdDVZir8%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FIDELITY UCITS ICAV US QUALITY INCOME UCITS ETF ACC GBP,IE00BYXVGY31,FUQA,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=XXw6H6Pvepk%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FIDELITY UCITS II ICAV FIDELITY USD CB ETF ACC,IE000W24OG76,FBIU,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=plSVLjhufE4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FIRST TRUST GLOBAL FUNDS ICAV FACTORFX UCITS ETF B GBP,IE00BD5HBR05,FXGB,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=SqYaIi1zcWA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FIRST TRUST GLOBAL FUNDS ICAV FT NASDAQ GREEN ENERGY UCITS ETF,-,QCLU,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=Yodlvdgy5Zk%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FIRST TRUST GLOBAL FUNDS ICAV US EQUITY INCOME UCITS ETF B USD ACC (GB,-,UNCU,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=5aqltzJi5Mw%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FRANKLIN TEMPLETON ICAV FRANKLIN FTSE EMG MKTS UCITS ETF USD ACC,IE0004I037N4,EMGM,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=EsK8U5wSjE0%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FRANKLIN TEMPLETON ICAV FTSE JAPAN UCITS ETF (JPY),-,FLXJ,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=hmVkcMgs7Nk%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FRANKLIN TEMPLETON ICAV US MEGA CAP 100 UCITS ETF USD(GBP) ACC,IE0008M1R3N4,U100,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=YiQ95299Two%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
GLOBAL X ETFS ICAV EUROPE FOCUSED DEFENCE TECH UCITS ETF EU,-,EDEF,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=DO7A%2FLoyN0Q%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
GLOBAL X ETFS ICAV GLOBAL X ETFS ICAV INTERNET THIN USD GBP,-,SNSG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=JE6rnj1sigI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
GLOBAL X ETFS ICAV S&P 500 ANNUAL BUFFER UCITS ETF USD ACC,IE0009BM62P2,SPAB,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=quQ0PKmQEuQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
GLOBAL X ETFS ICAV US INFRASTRUCTURE DEVELOPMENTS UCITS ETF,-,PAVG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=xT85P9lQkBc%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
GOLDMAN SACHS ETF ICAV ALPHA ENHANCED JAPAN EQUITY ACTIVE UCITS,-,GQJY,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=5x7DehFII84%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HANETF ICAV FUTURE OF DEFENCE SCREENED UCITS ETF GBX,-,NAT8,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=Puu2MQKlzz8%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HANETF ICAV KOTAK INDO-PACIFIC DEFENCE ETF GBX,-,ADEF,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=Zt8PCP%2FhzBU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
