name,isin,ticker,url,keyword
Aberdeen Asian Income Fund Ltd,GB00B0P6J834,AAIF,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=7jigqiutUtw%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AEW UK REIT PLC,GB00BWD24154,AEWU,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=ur%2F%2F9fzNR8Q%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Aquila European Renewables PLC,GB00BK6RLF66,AERS,,
Baillie Gifford European Growth Trust PLC,GB00BMC7T380,BGEU,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=w%2FID0C5BBN4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
BH Macro Ltd,GG00BQBFY362,BHMG,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=0pgjn8cWbYY%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
BlackRock Latin American Investment Trust PLC,GB0005058408,BRLA,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=41%2BNP4yflUo%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Calculus VCT PLC,GB00BYQPF348,CLC,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=qpM2Sp1PY2U%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
City of London Investment Trust (The) PLC,GB0001990497,CTY,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=KoFj20G5fno%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
CT UK High Income Trust PLC,GB00B1N4G299,CHI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=pgV4%2FMjfe1s%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Ecofin Global Utilities And Infrastructure Trust PLC,GB00BD3V4641,EGL,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=op15%2BsSF6R0%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Fidelity China Special Situations PLC,GB00B62Z3C74,FCSS,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=eWvV7cDTdXo%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Foresight Ventures VCT PLC,GB00BRBQ0C76,FVEN,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=AWneGDKvUrA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Grainger PLC,GB00B04V1276,GRI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=P6yR7JseuxA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
GRIT Investment Trust PLC,GB00BL594W83,GRIT,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=2VfFUhBsWtw%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Henderson Smaller Companies Investment Trust PLC,GB0009065060,HSL,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=kOcGPPayNxU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
International Public Partnership Ltd,GB00B188SR50,INPP,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=Xe7caLCdWZ0%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
JPMorgan Emerging Markets Dividend Income PLC,GB00B5ZZY915,JEMI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=G1G3ezMEmvg%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
JZ Capital Partners Ltd,GG00BPNZ7G17,JZCP,,
Lowland Investment Co PLC,GB00BNXGHS27,LWI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=wNj92JYOeP0%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Maven Income & Growth VCT PLC,GB0004122858,MIG1,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=7TICyqF8NQg%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Monks Investment Trust (The) PLC,GB0030517261,MNKS,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=qnUVncrs3Fo%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
North American Income Trust PLC,GB00BJ00Z303,NAIT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=x9UfO5%2B2pU4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Octopus Future Generations VCT PLC,GB00BNGFHX14,OFG,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=37wS1xrB%2Fn4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Pacific Assets Trust PLC,GB0006674385,PAC,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=hxtnsk73lvs%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Personal Assets Trust PLC,GB00BM8B5H06,PNL,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=8udqVITagP0%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Puma Aim VCT PLC,GB00BRC89928,PAIM,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=yBbWxC33TE8%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Riverstone Energy Ltd,GG00BWZ6KH33,RSE,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=A3i2%2FXlpg8c%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Schroder European Real Estate Investment Trust Ltd,GB00BY7R8K77,SERE,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=xNlZFzr5zfU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
SDCL Energy Efficiency Income Trust PLC,GB00BGHVZM47,SEIT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=myCpJVIAvI4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Strategic Equity Capital PLC,GB00B0BDCB21,SEC,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=34XohJLtvIc%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
The Renewables Infrastructure Group Ltd,GG00BBHX2H91,TRIG,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=p1lxdIt8bdU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
TwentyFour Select Monthly Income Fund Ltd,GG00BJVDZ946,SMIF,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=M%2BfJhUrIabI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
VinaCapital Vietnam Opportunity Fund Ltd,GG00BYXVT888,VOF,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=vWRaREQDR5E%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
