name,isin,symbol,url,keyword
AMERICAN CENTURY ICAV AVANTIS AMERICA EQUITY UCITS ETF,-,AVUS,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=pihJFqAHXWc%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI ETF ICAV CORE MSCI WORLD UCITS ETF ACC,-,MWRL,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=kE4RdWjQd4M%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS AMDI MSCI EUROPE C PARIS ALGND U ETF DR,-,ESRU,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=SY%2BVyCOwQnM%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS AMUNDI CORE GLOBAL AGGRGATE BOND ETF GBP,-,AGHG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=VfD2GYBklDY%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS AMUNDI NASDAQ-100 SWAP UCITS ETF USD ACC,-,ANXU,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=yySGLuHHKjs%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS MSCI EMERGING MARKETS ASIA UCITS ETF USD,-,AASG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=W2Ca2bS1JK4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS USD HGH YLD CRPRTE BD ESG UCITS ETF DIST,LU1435356149,UHYG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=3pl9cIb0T8w%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
ARK INVEST UCITS ICAV RIZE USA ENVIRON IMPCT UCTS ETF USD ACC,IE000PY7F8J9,LUSA,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=wVSRQDF2u%2FA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
BNP PARIBAS EASY ICAV MSCI WORLD EQUAL WEIGHT SELECT UCITS ETF,-,WEWE,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=5LLiGpKo9q8%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
BNP PARIBAS EASY SICAV MSCI WORLD EX CW UCITS ETF EUR CAP,-,EMWE,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=cqOdgqSXaso%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
DIMENSIONAL FUNDS ICAV GLBL TARGETED VAL UCITS ETF USD(GBP),-,DPGT,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=92d27uIhpL4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FIDELITY UCITS ICAV JAPAN EQUITY RES ENH UCITS ETF JPY ACC,IE00BNGFMX61,FJPR,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=z%2FkdJO1JlSw%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FIDELITY UCITS II ICAV ESG USD EM BOND UCITS ETF USD DIS,IE00BM9GRP64,FSEM,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=uzcp32kvxtQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FIRST TRUST GLOBAL FUNDS ICAV CLOUD COMPUTING UCITS ETF USD ACC,-,SKYU,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=lSAi%2BuYU3ks%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FIRST TRUST GLOBAL FUNDS ICAV FT GB CAP STRE ESG LDR UCT ETF A USD ACC,IE00BKPSPT20,FCSG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=yDO61FRajmI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
