name,isin,ticker,url,keyword
3i Group PLC,GB00B1YW4409,III,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=hlXEMHLbNXA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Abrdn UK Smaller Companies Growth Trust PLC,GB0002959582,AUSC,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=qvnRsraT89I%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Allianz Technology Trust PLC,GB00BNG2M159,ATT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=qjo%2BLo5aLBQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AVI Global Trust PLC,GB00BLH3CY60,AGT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=2qfAzrM5rPE%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Baring Emerging EMEA Opportunities PLC,GB0032273343,BEMO,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=eUOco0Xteyo%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Blackrock Frontiers Investment Trust PLC,GB00B3SXM832,BRFI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=VocV1Ha4aMs%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
British Smaller Companies VCT PLC,GB0001403152,BSV,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=YjauAH%2B41Vk%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Chelverton UK Dividend Trust PLC,GB0006615826,SDV,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=IKS6D2WkjdA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Ct Healthcare Trust PLC,GB00BZCNLL95,CTHT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=IeQVx4o5CEM%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Digital 9 Infrastructure PLC,JE00BPH3HM76,DGI9,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=M1%2FM1P5%2BiT8%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
European Opportunities Trust PLC,GB0000197722,EOT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=2ZlIIcE99gY%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Foresight Solar Fund Ltd,JE00BD3QJR55,FSFL,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=D5UkYMeDooU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Global Smaller Companies Trust PLC (The),GB00BKLXD974,GSCT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=fIYo00BEVdw%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Gresham House Income & Growth VCT PLC,GB00B29BN198,GHV1,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=9sEf8HLK2b4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Hargreave Hale AIM VCT 1 PLC,GB00B02WHS05,HHV,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=Q9h4u26EziI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Impax Environmental Markets PLC,GB0031232498,IEM,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=JpCOssJg17A%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
JPMorgan China Growth & Income PLC,GB0003435012,JCGI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=m%2BQWV%2FZ%2BxmQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
JPMorgan Japanese Investment Trust PLC,GB0001740025,JFJ,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=LNX%2FjhI4xhQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Livermore Investments Group Ltd,VGG550931015,LIV,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=fvlRGjYSU5E%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Marwyn Value Investors Ltd Realisation,,MVIR,,
Mobius Investment Trust PLC,GB00BFZ7R980,MMIT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=O12UU6Su3Ak%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
NewRiver REIT PLC,GB00BD7XPJ64,NRR,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=qE5EmQE0X%2Fw%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Octopus AIM VCT 2 PLC,GB00B0JQZZ80,OSEC,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=9hKEhXmZeHg%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Oxford Technology 2 Venture Capital Trust PLC OT2,GB0003105052,OXH,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=1eZdtgu1wlU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Patria Private Equity Trust PLC,GB0030474687,PPET,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=Gpmd6WSrAvk%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Primary Health Properties PLC,GB00BYRJ5J14,PHP,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=D2ydP9lZ5M0%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Rights and Issues Inv Trust PLC,GB0007392078,RIII,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=RuONNaeXerM%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Schroder AsiaPacific Fund PLC,GB0007918872,SDP,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=pWHCjG%2F%2FcFw%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Scottish American Investment Co (The) PLC,GB0007873697,SAIN,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=7PDDu%2BBJr10%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Shaftesbury Capital PLC,GB00B62G9D36,SHC,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=4RN2PLtNiVE%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Templeton Emerging Markets Investment Trust PLC,GB00BKPG0S09,TEM,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=ZoUvXoTNR3g%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Tritax Big Box REIT PLC,GB00BG49KP99,BBOX,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=y92aFovZrGQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
VH Global Energy Infrastructure PLC,GB00BNKVP754,ENRG,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=eyUZn6treIc%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
