name,isin,ticker,url,keyword
Aberforth Geared Value & Income Trust PLC,GB00BPJMQ253,AGVI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=jKOdKIsBZ%2BI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Albion Enterprise VCT PLC,GB00B1G3LR35,AAEV,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=gV%2FSFZTopwI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Ashoka Whiteoak Emerging Markets Trust PLC,GB00BMZR7D19,AWEM,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=Wy2%2FeFuI0KM%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Baillie Gifford UK Growth Fund PLC,GB0007913485,BGUK,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=KnooT0WOHkA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Biotech Growth Trust (The) PLC,GB0000385517,BIOG,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=QMnDtkIePu4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Bluefield Solar Income Fund Ltd,GG00BB0RDB98,BSIF,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=q6%2FVrnH6pZQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Capital Gearing Trust PLC,GB0001738615,CGT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=EnKTFYmqVD0%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
CQS New City High Yield Fund Ltd,JE00B1LZS514,NCYF,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=kuU%2FYeV2C38%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
CVC Income & Growth Ltd,JE00B9MRHZ51,CVCG,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=cxJUsxVD8bw%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
EJF Investments Ltd,JE00BF0D1M25,EJFI,,
Fidelity Special Values PLC,GB00BWXC7Y93,FSV,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=3rvfsmhjwWQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
GCP Asset Backed Income Fund Ltd,JE00BPCSN748,GABI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=0uw8AeeIcUI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Gresham House  Renewable Energy VCT 2 PLC,GB00B4KWC525,GV2A,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=zEIW75CWpGE%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
