name,isin,ticker,url,keyword
Hammerson PLC,GB00BRJQ8J25,HMSO,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=QfRqjdT2D6E%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HICL Infrastructure PLC,GB00BJLP1Y77,HICL,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=7UvS3dKRSCE%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Invesco Global Equity Income Trust PLC,GB00B1DQ6472,IGET,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=hd1FD3%2FdozA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
JPMorgan European Growth & Income PLC,GB00BPR9Y246,JEGI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=lLQGkESjFUk%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Land Securities Group PLC,GB00BYW0PQ60,LAND,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=2suT5uSt5Vs%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Majedie Investments PLC,GB0005555221,MAJE,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=3%2F2%2BxpKzpLI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Mercantile Investment Trust (The) PLC,GB00BF4JDH58,MRC,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=91g%2F%2FIJI0KE%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Murray Income Trust PLC,GB0006111123,MUT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=QaFonxK%2F9x0%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Northern 3 VCT PLC,GB0031152027,NTN,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=TPdGbl5ZYO0%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Odyssean Investment Trust PLC,GB00BFFK7H57,OIT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=T48SLsb%2FY1U%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Pantheon Infrastructure PLC,GB00BLNNFL88,PINT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=s%2F09XcOV7rQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Polar Capital Global Financials Trust PLC,GB00B9XQT119,PCFT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=I8yvbhzNh1A%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Real Estate Credit Investment PCC Ltd,GB00B0HW5366,RECI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=gmNC8EMNdSA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Ruffer Investment Company Ltd,GB00B018CS46,RICA,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=%2BsQqsyIHi1c%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Schroder Oriental Income Fund Ltd,GB00B0CRWN59,SOI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=zCt5U75fcQM%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Seneca Growth Capital VCT PLC,GB0031256109,HYG,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=qrkOJO%2F%2BY%2Bg%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Sure Ventures PLC,GB00BYWYZ460,SURE,,
Tooru PLC,GB00BKKD0862,TOO,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=6zLqPyJtfmI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
UNITE Group PLC,GB0006928617,UTG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=oI0MD2cq8S0%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Workspace Group PLC,GB00B67G5X01,WKP,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=zg3PC8Ed9fY%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
