name,isin,url
Aviva Inv Multi-asset Core IV 1,,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=jcARgvNkcng%3D&Isin=GB00BMGWH684&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D10
Aviva Inv Multi-asset Core IV 2,,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=0Tljde4K4lw%3D&Isin=GB00BMGWH791&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D10
Aviva Inv Multi-asset Core V 1,,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=EPFyGwn9l6w%3D&Isin=GB00BMGWH916&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D10
Aviva Inv Multi-asset Core V 2,,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=b72aVIQep48%3D&Isin=GB00BMGWHB36&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D10
Aviva Inv Multi-asset Income 2,,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=SEOiLvrqWec%3D&Isin=GB0030442320&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D10
Aviva Inv Multi-asset Income 2 Acc,,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=3wZdwzNKz28%3D&Isin=GB00BYZC2W42&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D10
Aviva Inv Multimanager 20-60% Shares 2,,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=cGa%2BRKbRSTU%3D&Isin=GB00B1N94W01&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D10
Aviva Inv Multimanager 20-60% Shares 2 Inc,,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=lUy0oYRiTOw%3D&Isin=GB00B7ZZR410&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D10
Aviva Inv Multimanager 40-85% Shares 2,,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=gFPzQVSF0aU%3D&Isin=GB00B1N94Q41&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D10
Aviva Inv Multimanager 40-85% Shares 2 Inc,,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=1x1kx9Y30Lg%3D&Isin=GB00B8FV3N77&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D10
Aviva Inv Multi-Manager Flexible 2,,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=apXzcwjNsmQ%3D&Isin=GB00B1N95279&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D10
Aviva Inv Sterling Corporate Bond 2 Acc GBP,,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=Dn5DJcKjfG4%3D&Isin=GB00B7RBPT80&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D10
Aviva Inv Sterling Corporate Bond 2 Inc GBP,,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=cz1nu8JO%2BPs%3D&Isin=GB00B7RBPR66&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D10
Aviva Inv Strategic Bond 5,,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=nPM0x%2F8HRw4%3D&Isin=GB00BD5CS071&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D10
Aviva Inv UK Index Tracking 2 Inc,,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=U1adsWvy8ks%3D&Isin=GB00B8XCGM21&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D10
