name,isin,url,keyword
7IM AAP Cautious C Inc,GB00BMXV7D57,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=WP0nuxYQ4fA%3D&Isin=GB00BMXV7D57&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D1,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
7IM Pathbuilder 4 C Inc,GB00BMDPCD23,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=UAct5cIwUrs%3D&Isin=GB00BMDPCD23&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D1,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
AB Short Duration High Yield Portfolio I2H GBP,LU0654560795,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=9DsrsqJ0qsw%3D&Isin=LU0654560795&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D1,Invest in this fund within a SIPP or Investment Account
AVI Global Special Situations A Acc GBP,IE000JIDJD84,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=EQzFBsOQNoI%3D&Isin=IE000JIDJD84&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D9,Invest in this fund within a SIPP or Investment Account
AXA Framlington Japan Z Inc,GB00BRJZVR88,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=hfm647I0u%2BA%3D&Isin=GB00BRJZVR88&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D10,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
AXA Green Short Duration Bond Z Inc,GB00BNNDLH03,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=RW2SCY9UZf0%3D&Isin=GB00BNNDLH03&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D11,Invest in this fund within a SIPP or Investment Account
AXA World Funds - Global Strategic Income F Hedged Cap GBP,LU0746605764,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=GnTn%2BFsZ9pw%3D&Isin=LU0746605764&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D11,Invest in this fund within a SIPP or Investment Account
Aegon Ethical Corporate Bond B Inc,GB00B0C4RP31,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=gB9fQwt4hHw%3D&Isin=GB00B0C4RP31&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D5,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Aegon Investment Grade Global Bond B Hedged Acc GBP,IE00B296XP88,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=WEzdtYUG3EQ%3D&Isin=IE00B296XP88&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D5,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Allianz China A-Shares Equity W Acc GBP,GB00BMG9ZZ41,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=5BpdBtPqT%2Bs%3D&Isin=GB00BMG9ZZ41&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D6,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Allianz Total Return Asian Equity C Acc,GB00BVYJ2G95,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=MOl%2FhENCTLs%3D&Isin=GB00BVYJ2G95&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D6,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Amundi Emerging Markets Bond J3 GBP,LU2052287724,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=BSk0p%2FHgoko%3D&Isin=LU2052287724&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D6,Invest in this fund within a SIPP or Investment Account
Amundi Sandler US Equity SI GBP,IE00BFWY8B17,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=%2B5y9Dm6OHvE%3D&Isin=IE00BFWY8B17&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D7,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Artemis Funds (Lux) - UK Select JI Acc GBP,LU2783552842,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=OGN6HqKU4cs%3D&Isin=LU2783552842&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D8,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Artemis SmartGARP European Equity I Inc GBP,GB00BR4TTQ03,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=FaGXXM7s5BM%3D&Isin=GB00BR4TTQ03&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D8,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Artemis UK Smaller Companies I Inc GBP,GB00BD3GTG43,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=QvgiwQVSoYQ%3D&Isin=GB00BD3GTG43&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D8,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
