name,isin,symbol,url,keyword
AMERICAN CENTURY ICAV AVANTIS GLOBAL SMALL CAP VALUE UCITS ETF,-,AVGS,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=ajNQqS72S8c%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS AD MSCI WLD SWP U ETF USD A,-,CW8G,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=i8QdfYHE%2Bfw%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS AMND CORE STOXX EUROPE 600 UCITS ETF ACC,-,MEUS,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=JIDwa3wE4Xk%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS AMUNDI GBL TRE BD UCITS ETF GBP HGD DIS,LU2977964027,GTBG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=SXKf4JCFiwA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS EUR CORP BD UCITS ETF DR EUR (D),LU2089238625,PRIC,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=NUD26OtZlnI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS PRIME EUROPE UCITS ETF DR (D),-,PRIE,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=jz154xZikX4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
ARK ETF TRUST INNOVATION ETF,-,0H7G,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=nnHCcnkhINA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
BNP PARIBAS EASY ICAV ALPHA ENHANCED WORLD UCITS ETF USD CAP,-,QGLO,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=8nBEB2bmDqk%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
BNP PARIBAS EASY SICAV ECPI GLOBAL ESG BLUE ECONOMY UCITS ETF U,-,BLUS,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=6Kl9UPvsDjE%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
COLUMBIA THREADNEEDLE (IRL) ICAV CT US EQUITY ACTIVE UCITS ETF ACC,-,QRUS,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=TM%2BB4zqe5Ec%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FIDELITY UCITS ICAV EUROPE QLTY INC UCITS ETF INSTL GBP ACC,IE00BYSX4283,FEQD,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=FNj3kS229oc%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FIDELITY UCITS ICAV US QUALITY INCOME UCITS ETF ACC USD,IE00BYXVGY31,FUSA,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=wXWs3W2kS6g%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FIDELITY UCITS II ICAV FIDELITY USD CB ETF ACC,-,FBIP,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=EG%2FmEHc3zu4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FIRST TRUST GLOBAL FUNDS ICAV FACTORFX UCITS ETF B GBP,IE00BD5HBR05,FXGB,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=SqYaIi1zcWA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FIRST TRUST GLOBAL FUNDS ICAV FT NASDAQ GREEN ENERGY UCITS ETF,IE00BDBRT036,QCLN,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=BaQX78dBUYc%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FIRST TRUST GLOBAL FUNDS ICAV US EQUITY INCOME UCITS ETF GBP HEDGED,IE00079WNSI6,UIGB,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=r4S%2B%2FQykJZ8%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FRANKLIN TEMPLETON ICAV FRANKLIN MSCI WLD CATHLC PRNCPLS ETF USD,IE000AZOUN82,FIDE,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=Sm089we6%2Fxs%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FRANKLIN TEMPLETON ICAV FTSE KOREA UCITS ETF (GBP),-,FLRK,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=7vA9xCnoyM0%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
GLOBAL X ETFS ICAV AGTECH & FOOD INNOVATION UCITS ETF USD A,-,KROP,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=j46qnFbpX8E%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
GLOBAL X ETFS ICAV EUROPE FOCUSED DEFENCE TECH UCITS ETF EU,-,EDEG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=53U%2BmdHzWUA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
GLOBAL X ETFS ICAV GLOBAL X ETFS ICAV INTERNET THING UC USD,-,SNSR,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=ND9fDRB%2BETE%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
GLOBAL X ETFS ICAV S&P ANNUAL TAIL HEDGE UCITS ETF USD (GBP,-,SAHP,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=VROkC2%2BWldM%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
GLOBAL X ETFS ICAV US INFRASTRUCTURE DEVELOPMENTS UCITS ETF,IE00BLCHJ534,PAVE,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=PHKuDZj47lY%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
GOLDMAN SACHS ETF ICAV GD USD HIGH YIELD BOND ACTIVE UCITS ETF,-,GSHY,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=l9wc%2BF4pkyU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HANETF ICAV FUTURE OF DEFENCE SCREENED UCITS ETF USD,-,NATE,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=fgukCh4Tc%2BU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HANETF ICAV KOTAK INDO-PACIFIC DEFENCE ETF USD,-,QUAD,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=LQ77BYtgixs%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HANETF ICAV US GBL INVESTORS TRAVEL UCITS ETF USD,IE00BMFNW783,TRYP,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=uVF9lr67Yjo%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HSBC ETFS PLC FTSE 100 UCITS ETF,IE00B42TW061,HUKX,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=A9BMe%2BeBsZs%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HSBC ETFS PLC HSBC DEV WLD SCREENED EQ ETF USD DIST,-,HSDS,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=lJ0hr1vtPeg%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HSBC ETFS PLC HSBC MSCI EM SC SCR USD ACC,-,HESS,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=SHb9b%2BIzaTM%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HSBC ETFS PLC HSBC PLUS EM EQ IN QUANT ACT ETF USD ACC,IE000RN4ORI2,HQEI,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=NbhDtpC8luw%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HSBC ETFS PLC MSCI CANADA UCITS ETF USD,IE00B51B7Z02,HCAD,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=YJ0SThCcdq4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HSBC ETFS PLC MSCI JAPAN CLIMATE PARIS ALIGNED UCITS E,IE000UU299V4,HPJP,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=xXLbqQN3hPU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HSBC ETFS PLC MSCI WORLD UCITS ETF USD ACC (GBP),-,HMWS,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=sdb9fH5qIDU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HSBC ETFS PLC S&P 500 UCITS ETF USD ACC,-,HSPA,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=JkIGqBomECE%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HSBC GLOBAL FUNDS ICAV ICAV GLOBAL CORP BOND ETF ETFCH,IE000EHRXW91,HCBU,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=bbsBzp4ztVk%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
INVESCO MARKETS II PLC GBL ACTIVE DEFENS ESG EQTY UCTS ETF ACC,IE000N42HDP2,LVLC,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=RrORYY5SnuM%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
INVESCO MARKETS II PLC INVESCO CYBERSECURITY UCITS ETF USD(GBP),-,CBRX,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=UGC1a%2FomPxU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
INVESCO MARKETS II PLC INVESCO USD AAA CLO UCITS ETF GBP HDG,IE0006MHC136,ICLA,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=iWUMyDS289M%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
INVESCO MARKETS II PLC IVZ US INSURANCE UCITS ETF ACC USD(GBP),-,INSX,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=My%2FLAZQLfkc%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
INVESCO MARKETS II PLC MSCI PAC EX JAPAN UNIV SCRND UCT ETF USD,-,ESPJ,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=0iN%2BTCcLyiY%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
INVESCO MARKETS II PLC S&P WORLD FINANCIALS ESG UCITS USD ETF A,-,WFEG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=W4hGkkfLb8k%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
