name,isin,symbol,url,keyword
HSBC ETFS PLC MSCI JAPAN UCITS ETF,IE00B5VX7566,HMJP,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=GP%2BwsPFJUkc%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
LEGAL & GENERAL UCITS ETF PLC METAVERSE UCITS ETF ACCUMULATING,-,MTVG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=oP09ATD4Qew%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
VANECK UCITS ETFS PLC DEFENSE UCITS ETF A USD,IE000YYE6WK5,DFNS,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=Ca%2FVoJge0oI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
ISHARES CORE MSCI EM IMI UCITS ETF USD ACC,IE00BKM4GZ66,EMIM,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=RFps3gsuzEU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
MULTI UNITS FRANCE AMUNDI FTSE MIB UCITS ETF DIST,FR0010010827,MIBX,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=jTSupaPvBsE%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS AMUNDI S&P 500 SWAP UCITS ETF USD ACC,-,500G,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=Yw4ArCY2spU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
VANGUARD FUNDS PLC ESG GLOBAL ALL CAP UCITS ETF USD(GBP) DI,-,V3AM,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=sRQ0gaHoYiw%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
XTRACKERS (IE) PLC MSCI EM EX CHINA UCITS ETF 1C USD(GBP),-,XDEG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=gzES2RiJC%2B0%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HSBC ETFS PLC MSCI EMERGING MARKETS UCITS ETF USD,IE00B5SSQT16,HMEM,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=U%2BEJHeVMrko%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
UBS (IRL) ETF PLC UBS MSCI WORLD SRI ETF HGBP DIS,IE00BK72HN04,SRWG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=4iMwCyMHCU4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
JANUS HENDERSON ICAV JH MBS ACTIVE ETF USD D,-,JMBD,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=jkLeSDzBbU0%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HANETF ICAV FUTURE OF EU DEF SCREENED UCITS ETF ACC,-,NAVY,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=89WJw8Vd%2Blk%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
