name,isin,ticker,url,keyword
Aberdeen Asia Focus PLC,GB00BMF19B58,AAS,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=YHEP%2BdqjgBY%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Acuity RM Group PLC,GB00BR0WHY71,ACRM,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=ah6LhbarOI8%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Amedeo Air Four Plus Ltd,GG00BQKNKR70,AA4,,
Baillie Gifford China Growth Trust PLC,GB0003656021,BGCG,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=3biXTmBCUTI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Baronsmead Venture Trust PLC,GB0002631934,BVT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=XCo4aPmn2uo%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Blackrock Income & Growth Investment Trust PLC,GB0030961691,BRIG,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=4c9lmY7aM6k%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Brunner Investment Trust PLC,GB0001490001,BUT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=Rt7D8UJT2UY%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Chrysalis Investment Ltd,GG00BGJYPP46,CHRY,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=p3GbQTnlwmU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
CT UK Capital And Income Investment Trust PLC,GB0003463287,CTUK,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=51MoD20V1FM%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Dunedin Income Growth Inv Trust PLC,GB0003406096,DIG,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=jsXnwD0gfCo%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Fidelity Asian Values PLC,GB0003322319,FAS,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=Lt6YfND%2BSmI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Foresight VCT PLC,GB00B68K3716,FTV,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=Pp2agZhmtn4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Gore Street Energy Storage Fund PLC,GB00BG0P0V73,GSF,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=eXOPgpjIrtw%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Gresham House Renewable Energy VCT 1 PLC,GB00B4M2G812,GV1O,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=dXcBuigoSfA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Henderson High Income Trust PLC,GB0009580571,HHI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=w5jdc%2BGtyOI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
International Biotechnology Trust PLC,GB0004559349,IBT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=dxKyW7aubpI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
"Jpmorgan Emerging Europe, Middle East & Africa Securities PLC",GB0032164732,JEMA,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=W2ycTe1cERc%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
JPMorgan US Smaller Companies IT PLC,GB00BJL5F346,JUSC,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=Ik4uh3zU3Qc%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Londonmetric Property PLC,GB00B4WFW713,LMP,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=sPJy9Bq%2B3lY%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Maven Income & Growth VCT 5 PLC,GB0002057536,MIG5,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=h%2BbQ%2BsI15%2FU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Molten Ventures VCT PLC,GB0002867140,MVCT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=hskI9sbJqiQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Nippon Active Value Fund PLC,GB00BKLGLS10,NAVF,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=jNJ3Xwuf%2FQk%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Octopus Apollo VCT 3 PLC,GB00B17B3479,OAP3,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=7eo55SXt45o%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
