name,isin,symbol,url,keyword
AMUNDI ETF ICAV PRIME GLOBAL UCITS ETF USD DIST,-,MWOZ,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=buzBPniagMM%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HSBC ETFS PLC EURO STOXX 50 UCITS ETF,IE00B4K6B022,H50E,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=qPmhY7Ulx9E%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
VANGUARD FUNDS PLC FTSE JAPAN UCITS ETF GBP ACC,IE00BFMXYX26,VJPB,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=TOJbymZUOUM%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
FIDELITY UCITS II ICAV FIDELITY USD CB ETF ACC,-,FBIP,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=EG%2FmEHc3zu4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
XTRACKERS (IE) PLC MSCI WLD QTY UCITS ETF 1C,-,XDEQ,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=Mn6o86DJtLY%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
ISHARES VII PLC S&P 500 TOP 20 UCITS ETF USD ACC,IE000VA628D5,SP20,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=cem3UV5GSmg%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
ISHARES V PLC S&P 500 ENERGY SECT UCITS ETF USD ACC,-,IUES,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=NrWq1hj%2BuzY%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HSBC ETFS PLC MSCI KOREA CAPPED UCITS ETF (USD),IE00B3Z0X395,HKOD,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=hTLLUvaVYBQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HSBC ETFS PLC NASDAQ GLOBAL SEMICONDUCTOR UCITS ETF US,IE000YDZG487,HNSC,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=6N3%2FUeQRRQ4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI ETF ICAV MSCI WORLD EX USA UCITS ETF USD ACC,-,WEXU,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=gYHeV7Bzuas%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
MULTI UNITS FRANCE AMUNDI MSCI CHINA A UCITS ETF ACC,FR0011720911,CNAL,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=BR48pKP5jY4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
ISHARES IV PLC ELECTRIC VEHICLE DRIV TECH ETF US A,IE00BGL86Z12,GCAR,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=wIJ0eLbbItM%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
UBS (LUX) FUND SOLUTIONS SICAV UBS M SWITZD 20/35 UCITS ETF,-,UC93,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=0jUVrdCkiyc%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
ISHARES VII PLC EUR GOVT BD 7-10YR UCITS ETF EUR ACC,IE00B3VTN290,CE01,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=U95YIZFP9sI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
VANGUARD FUNDS PLC FTSE DEV EUROPE EX UK UCITS ETF EUR ACC,IE00BK5BQY34,VERE,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=LMireZrjS7s%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
VANECK UCITS ETFS PLC OIL SERVICES UCITS ETF A USD,IE000NXF88S1,OIHV,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=HFYhANtrvJY%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
LEGAL & GENERAL UCITS ETF PLC GLOBAL EQUITY UCITS ETF USD(GBP) ACC,IE00BFXR5S54,LGGG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=HhQliMnXyyA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
ISHARES V PLC S&P500 INDUSTRIALS SECTOR UCITS ETF USD,IE00B4LN9N13,IUIS,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=Z7MYL2JV2FU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
WISDOMTREE ISSUER ICAV STRATEGIC METALS UCITS ETF USD(GBP) ACC,-,NRUC,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=cQL0JsmOL3w%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
INVESCO MARKETS II PLC INVESCO CYBERSECURITY UCITS ETF USD(GBP),-,CBRX,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=UGC1a%2FomPxU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
MULTI UNITS LUXEMBOURG AMUNDI IDX STX EURP 600 BANKS UCT ETF AC,-,CB5,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=QHpcjcx9bpg%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
ISHARES II PLC MSCI EM LAT AM UCITS ETF USD DIS GBP,IE00B27YCK28,LTAM,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=i15zhbwGnWI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
GOLDMAN SACHS ETF ICAV ACCESS CHINA GOV BOND UCTS ETF A USD DIS,IE00BJSBCS90,CBND,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=zl0UfOKaJsI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HSBC ETFS PLC MSCI CHINA UCITS ETF USD ACC (GBP),IE0007P4PBU1,HCHS,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=CVqeOy4xe7w%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
GLOBAL X ETFS ICAV DISRUPTIVE MATERIALS UCITS ETF USD (GBP),-,DMAD,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=heky7UTh3nM%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS AMUNDI GLOBAL LUXURY UCITS ETF USD ACC,LU1681048713,LUXG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=fVNb6JHvqUk%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS CORE US TREASURY BOND UCITS ETF DIST,-,PRIT,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=rye%2FxpzY02A%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS AMUNDI GBL TRE BD UCITS ETF GBP HGD DIS,-,GTBG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=SXKf4JCFiwA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
UBS (IRL) FUND SOLUTIONS PLC CMCI FUTURE COMMODITY SF UCITS ETF (USD),-,CDTR,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=eNq3BzKYpxQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
VANGUARD FUNDS PLC FTSE DEVLPD ASIA PAC EX JPN UCITS ETF US,IE00B9F5YL18,VAPX,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=2NIN5Elf8GA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
VANECK UCITS ETFS PLC VANECK MEDICAL ROBOTICS BIONIC UCITS ETF,-,CYBO,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=61yfAvqVroI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
GLOBAL X ETFS ICAV GENOMICS & BIOTECH UCITS ETF USD (GBP) A,IE00BM8R0N95,GNOG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=VS8A22niPiE%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
XTRACKERS (IE) PLC XTRACKERS MSCI USA FINANC UCITS ETF 1D,IE00BCHWNT26,XUFN,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=uu4brzhDWpo%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
WISDOMTREE ISSUER ICAV WISDOMTREE BATTERY SOL UCITS ETF USD ACC,IE00BKLF1R75,CHRG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=wm7990rf8%2BE%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
INVESCO MARKETS II PLC SOLAR ENERGY UCITS ETF USD ACC,-,ISUN,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=GZtOmeTFtS8%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
AMUNDI INDEX SOLUTIONS JPX NIKKEI 400 UCITS ETF DLY USD HGD ACC,-,JPHU,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=JGq%2B4VpXsT8%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
INVESCO MARKETS II PLC EURO CORP HYBRID BD UCITS ETF GBP DIST,IE00BKWD3966,EHYB,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=KLEAtDxhl7Q%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
LEGAL & GENERAL UCITS ETF PLC ROBO GLOBAL ROB&AUTO GO UCITS ETF (GBP),IE00BMW3QX54,ROBG,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=w8E6OIi77GU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
M&G (IRELAND) ETF ICAV M&G US TREASURY BND ACTIVE UCITS ETF USD,-,MUSA,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=UQDFVcV6g0c%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
UBS (IRL) ETF PLC UBS S&P 500 CLIM. TRAN ESG ETF HGBP DIS,-,CT5G,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=hk%2Faxrp9K%2BU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
ISHARES II PLC CORE EURO STOXX 50 UCITS ETF DIS,IE0008471009,EUE,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=LeN%2B8S9nf0o%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
ISHARES V PLC ITALY GOVT BOND UCITS ETF EUR DIST,IE00B7LW6Y90,SITB,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=bPu7ogHegi4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
INVESCO MARKETS II PLC INVESCO GBL ENH EQ UCITS ETF USD ACC,-,IQGX,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=8y%2FXgYB4FMQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
MULTI UNITS LUXEMBOURG AMUNDI MSCI ALL CNTRY WLD U ETF USD ACC,LU1829220133,ACWU,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=HwOygE5lUV8%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
MULTI UNITS LUXEMBOURG AMUNDI US T-BOND 1-3Y UCITS ETF GBP HDG,LU1407887675,U13E,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=G1NbwN33JhQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
PIMCO ETFS PLC EMG MKTS ADVANTAGE LOC BD IDX UCITS ETF,-,EMLB,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=VDU0l5Tk9yk%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
