name,isin,url,keyword
7IM AAP Balanced C Inc,GB00B2PB2V64,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=42yW5sA8TTk%3D&Isin=GB00B2PB2V64&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D1,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
7IM Pathbuilder 3 C Inc,GB00BMDPC876,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=fPc61DaU15c%3D&Isin=GB00BMDPC876&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D1,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
AB Select US Equity Portfolio I USD,LU0683600992,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=6uqabPdqQHA%3D&Isin=LU0683600992&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D1,Invest in this fund within a SIPP or Investment Account
ARC TIME UK Infrastructure Income II C Acc,GB00BP5GQC18,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=1QOCm8G1G4w%3D&Isin=GB00BP5GQC18&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D7,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
AXA Framlington Health Z Inc,GB00BRJZVQ71,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=oQM4YYxZcj0%3D&Isin=GB00BRJZVQ71&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D10,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
AXA Global Sustainable Managed Z Inc,GB00B7MQY793,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=W2GRsNdq05I%3D&Isin=GB00B7MQY793&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D11,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
AXA World Funds - Digital Economy F Hedged Acc GBP,LU1694772135,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=%2Fv0ULYjP7gg%3D&Isin=LU1694772135&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D11,Invest in this fund within a SIPP or Investment Account
Aegon Ethical Cautious Managed B Inc,GB00B7TCPG66,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=O%2FSdEIIymik%3D&Isin=GB00B7TCPG66&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D5,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Aegon Investment Grade Bond B Acc,GB00B141C763,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=BmYDh34Xkro%3D&Isin=GB00B141C763&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D5,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Algebris IG Financial Credit I GBP,IE00BK1KH742,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=EIjXrBSRb%2FQ%3D&Isin=IE00BK1KH742&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D6,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Allianz Strategic Bond W6 USD,LU2201842858,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=YfuQtOniz78%3D&Isin=LU2201842858&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D6,Invest in this fund within a SIPP or Investment Account
Amundi EMERGING MARKETS GREEN BOND R4 Hedged GBP,LU2347634318,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=I8chPoros%2FU%3D&Isin=LU2347634318&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D7,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Amundi Metori Epsilon Global Trends I GBP,IE00B692R529,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=v%2BpoqrYJPMc%3D&Isin=IE00B692R529&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D7,Invest in this fund within a SIPP or Investment Account
Artemis Funds (Lux) - Short-Dated Global High Yield Bond FI Hedged Inc GBP,LU1988889314,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=c4ea7XOlmb4%3D&Isin=LU1988889314&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D8,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Artemis Short-Duration Strategic Bond I Inc,GB00BJXPPJ80,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=O7zdq8DI2KU%3D&Isin=GB00BJXPPJ80&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D8,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Artemis UK Select I Inc GBP,GB00BD3GTF36,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=oSQDE0GtGcg%3D&Isin=GB00BD3GTF36&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D8,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Atlantic House Defined Returns B,IE00BFLR2202,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=PWV3bgbhW9Y%3D&Isin=IE00BFLR2202&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D9,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Aviva Inv Global Equity Income 2 Inc,GB00B9LCNW07,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=Ozq1ld%2FwE2k%3D&Isin=GB00B9LCNW07&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D9,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
Aviva Inv Multi-asset Income 2 Acc,GB00BYZC2W42,https://www.charles-stanley-direct.co.uk/ViewFund?InvestmentId=3wZdwzNKz28%3D&Isin=GB00BYZC2W42&PreviousSearchResults=%2FInvestmentSearch%2FSearch%3FSearchType%3DKeywordSearch%26Category%3DFunds%26SortColumn%3DName%26SortDirection%3DAsc%26Pagesize%3D50%26Page%3D10,"Invest in this fund within an ISA, JISA, SIPP or Investment Account"
