name,isin,ticker,url,keyword
Aberdeen New India Investment Trust PLC,GB0006048770,ANII,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=HQVBunS%2Fw84%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Albion Crown VCT PLC,GB0002577434,CRWN,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=VQ0mFIVFDSY%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Ashoka India Equity Investment Trust PLC,GB00BF50VS41,AIE,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=7gbjDaKG42Y%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Baillie Gifford Shin Nippon PLC,GB00BFXYH242,BGS,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=di9r387WkiU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
BioPharma Credit PLC,GB00BDGKMY29,BPCP,,
BlackRock World Mining Trust PLC,GB0005774855,BRWM,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=YB3RT7gZ%2Ffg%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Canadian General Investments Ltd,CA1358251074,CGI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=WGlAIDZ1zX8%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
CQS Natural Resources Growth & Income PLC,GB0000353929,CYN,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=22olEPrvcMQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Custodian Reit PLC,GB00BJFLFT45,CREI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=BGplx868Yas%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Edinburgh Worldwide Investment Trust PLC,GB00BHSRZC82,EWI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=eiWYq03En4w%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Fidelity European Trust PLC,GB00BK1PKQ95,FEV,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=H1YgbeMbMiU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Fuel Ventures Vct PLC,GB00BP2RHT10,FVV,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=v70dalzROyU%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Greencoat UK Wind PLC,GB00B8SC6K54,UKW,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=GS10PRMXjzQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Guinness Vct PLC,GB00BQD0HG35,GVCT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=zxKmgCT4fTI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
HgCapital Trust PLC,GB00BJ0LT190,HGT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=zdyMQzhfZwE%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Invesco Bond Income Plus Ltd,JE00B6RMDP68,BIPS,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=gvoWz5F%2FsZQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
JPMorgan European Discovery Trust PLC,GB00BMTS0Z37,JEDT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=SWMzpX2m180%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
KRM22 PLC,GB00BFM6WC61,KRM,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=3MboTj1RU4U%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Macau Property Opportunities Fund Ltd,GG00BGDYFV61,MPO,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=RMFteCGK%2F4c%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Maven Renovar VCT PLC,GB00B641BB82,MRV,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=2nMpCWbtV4Y%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
