name,isin,ticker,url,keyword
Montanaro UK Smaller Companies Inv Tr PLC,GB00BZ1H9L86,MTU,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=6NVgV%2Bc61Ck%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Northern 2 VCT PLC,GB0005356430,NTV,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=RcLbwsn%2BDBs%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Octopus Titan VCT PLC,GB00B28V9347,OTV2,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=vPpBH%2FMbzPo%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Palace Capital PLC,GB00BF5SGF06,PCA,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=rLwz0yXt8Wg%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Picton Property Income Ltd,GB00B0LCW208,PCTN,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=Hr5Qn5kESqs%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Puma VCT 13 PLC,GB00BD5B1L68,PU13,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=IPxzEmxVQD4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Rockwood Strategic PLC,GB00BRRD5L66,RKW,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=%2FqS1Fpl98wY%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Schroder Japan Growth Fund PLC,GB0008022849,SJG,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=A0dCInNWCCk%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Segro PLC,GB00B5ZN1N88,SGRO,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=VDJFelGzWc0%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Supermarket Income Reit PLC,GB00BF345X11,SUPR,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=DOi7MVgnkPg%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Tiger Alpha PLC,GB00BTY5RC40,TIR,https://www.charles-stanley-direct.co.uk/ViewShare?InvestmentId=2NMSoQkP4j8%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Unicorn AIM VCT PLC,GB00B1RTFN43,UAV,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=dxI3nSBsqj0%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
VPC Specialty Lending Investments PLC,GB00BVG6X439,VSL,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=vuiaCZSasXA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
